,title,brand,description,price/currency,price/value,stars,reviewsCount,text,tokens,sentiment_score,Sentiments_labels,stars_category
75,"140W USB C Charger Power Adapter for MacBook Pro 13 14 15 16 inch, MacBook Air 13 15 inch, 2022 2023 M1 M2 Laptop Charger, iPad Pro,Compatible with Most USB-C Charging Cable and Devicess, PD3.1",BE•SELL,"Compatible with Macbook ProMac Book Pro 13-inch 2021, 2020, 2019, 2018, 2017, 2016 (A1706/ A1707/ A1708/ A1718/ A1989/ A2159)Mac Book Pro 14-inch 2021(A2442)Mac Book Pro 14-inch 2023(A2780)Mac Book Pro 15-inch 2021,2018, 2017, 2016 (A1706/ A1707/ A1708/ A1719)Mac Book Pro 16-inch 2023(A2779)Mac Book Pro 16-inch 2022,2021,2019(A2166,A2780)Compatible with Macbook AirMac Book Retina 12-inch Early 2017, 2016, 2015 (A1534/ A1540/ A1646)Mac Book Pro 13-inch 2020 (M1) (A2251/ A2289/ A2338)Mac Book Air 13-inch 2023(A2681)Mac Book Air 13-inch 2020 (New), 2019, 2018A (a2337 M1/ a2179/ a1932)Mac Book Air Retina 13-inch 2020(New), 2018,2019Mac Book Air 15-inch 2023(A2941)Compatible with any USB-C Tablets:Compatible with iPad Air 4/ Fourth Generation10.9-inch (A2072/ A2316/ A2324/ 2325)Compatible with iPad Pro 11-inch 2020, 2018 (A1934/ A1979/ A1980/ 2013/ A2068/ A2228/A2230/ A2231)Compatible with iPad Pro 12.9-inch 2020, 2018 (A1876/ A1895/ A1983/ A2014/ A2069/ A2229/ A2232/ A2233）",$,25.99,4.46,246.4,"140W USB C Charger Power Adapter for MacBook Pro 13 14 15 16 inch, MacBook Air 13 15 inch, 2022 2023 M1 M2 Laptop Charger, iPad Pro,Compatible with Most USB-C Charging Cable and Devicess, PD3.1 Compatible with Macbook ProMac Book Pro 13-inch 2021, 2020, 2019, 2018, 2017, 2016 (A1706/ A1707/ A1708/ A1718/ A1989/ A2159)Mac Book Pro 14-inch 2021(A2442)Mac Book Pro 14-inch 2023(A2780)Mac Book Pro 15-inch 2021,2018, 2017, 2016 (A1706/ A1707/ A1708/ A1719)Mac Book Pro 16-inch 2023(A2779)Mac Book Pro 16-inch 2022,2021,2019(A2166,A2780)Compatible with Macbook AirMac Book Retina 12-inch Early 2017, 2016, 2015 (A1534/ A1540/ A1646)Mac Book Pro 13-inch 2020 (M1) (A2251/ A2289/ A2338)Mac Book Air 13-inch 2023(A2681)Mac Book Air 13-inch 2020 (New), 2019, 2018A (a2337 M1/ a2179/ a1932)Mac Book Air Retina 13-inch 2020(New), 2018,2019Mac Book Air 15-inch 2023(A2941)Compatible with any USB-C Tablets:Compatible with iPad Air 4/ Fourth Generation10.9-inch (A2072/ A2316/ A2324/ 2325)Compatible with iPad Pro 11-inch 2020, 2018 (A1934/ A1979/ A1980/ 2013/ A2068/ A2228/A2230/ A2231)Compatible with iPad Pro 12.9-inch 2020, 2018 (A1876/ A1895/ A1983/ A2014/ A2069/ A2229/ A2232/ A2233）","['a2231', '2023', '2020', '2018,2019mac', 'book', '16-inch', '16', 'cable', 'power', 'charger', '15-inch', '2019', '11-inch', 'inch', '2022', 'a2179/', 'c', 'retina', 'a2681', '2017', 'new', 'm2', 'a2316/', '4/', 'a1540/', 'a2289/', 'a1876/', 'a2780', '2021', 'air', 'a2014/', 'a2229/', '2021,2018', '2013/', '2325', 'compatible', '13-inch', 'a2779', 'a2442', 'pro', 'fourth', 'a2941', '2018a', 'a2324/', 'generation10.9-inch', 'macbook', 'a1989/', 'a1706/', 'a2337', 'a2159', 'ipad', '14-inch', '12-inch', 'promac', 'a2251/', 'mac', 'a2228/a2230/', 'early', 'a1646', 'a2166', 'a1934/', 'adapter', 'a1932', '15', '2016', 'tablet', 'a2069/', 'charging', 'a1719', '2018', '13', 'a1983/', 'airmac', 'a1534/', 'a2072/', 'a1895/', '140w', '12.9-inch', 'a2338', 'pd3.1', 'a1708/', 'devices', '14', 'usb', 'a1707/', '2015', '2022,2021,2019', 'a2068/', 'a2232/', 'laptop', 'a1980/', 'usb-c', 'a1718/', 'a2233）', 'a1979/', 'm1', 'm1/']",0.07878787878787878,Positive,High Review
76,coowoz College Backpacks Black College Bags For Women Lightweight Travel Rucksack Casual Daypack Laptop Backpacks For Men Women,coowoz,"This casual backpack has multiple compartments, each with its own purpose.",$,14.99,4.4799999999999995,198.4,"coowoz College Backpacks Black College Bags For Women Lightweight Travel Rucksack Casual Daypack Laptop Backpacks For Men Women This casual backpack has multiple compartments, each with its own purpose.","['casual', 'multiple', 'black', 'compartment', 'men', 'woman', 'laptop', 'coowoz', 'backpack', 'lightweight', 'rucksack', 'purpose', 'bag', 'daypack', 'college', 'travel']",-0.22222222222222224,Negative,High Review
77,"Travel Laptop Backpack, 17 Inch Extra Large Laptop Backpack with USB Charging Hole 45L Anti Theft Travel Backpack Water Resistant College Business Computer Bag Fit 17.3 Inch Laptop for Men Women Black",SDYSM,,$,29.99,4.7,30.0,"Travel Laptop Backpack, 17 Inch Extra Large Laptop Backpack with USB Charging Hole 45L Anti Theft Travel Backpack Water Resistant College Business Computer Bag Fit 17.3 Inch Laptop for Men Women Black ","['water', 'men', 'woman', 'hole', 'fit', 'theft', '45l', 'usb', 'bag', 'inch', '17', 'extra', 'black', 'business', '17.3', 'laptop', 'resistant', 'anti', 'college', 'travel', 'large', 'backpack', 'charging', 'computer']",0.11190476190476191,Positive,High Review
78,New Slim 65W Dell Laptop Charger USB C for Dell Latitude 5420 5520 7480 7490 7420 Chromebook 3100 Dell XPS 13 9360 XPS15 9550 9560 DA65NM190 LA65NM190 Type C Dell AC Adapter Power Cord,HHamoyzs,,$,15.99,4.2,182.0,New Slim 65W Dell Laptop Charger USB C for Dell Latitude 5420 5520 7480 7490 7420 Chromebook 3100 Dell XPS 13 9360 XPS15 9550 9560 DA65NM190 LA65NM190 Type C Dell AC Adapter Power Cord ,"['slim', 'latitude', '7490', '13', '5520', '5420', 'dell', 'chromebook', 'power', 'charger', 'xps', '7420', 'usb', 'da65nm190', 'c', 'laptop', 'cord', 'type', 'adapter', 'new', 'la65nm190', '9560', '3100', 'ac', '65w', '9550', 'xps15', '7480', '9360']",0.13636363636363635,Positive,High Review
79,"Kensington N17 Dell Laptop Computer Lock, Combination Security Locking Cable (K68008WW) Black",Kensington,"New dell laptop Lock - Noble Type wedge lock from Kensington, TAA compliant. From the industry leader in physical device security for 25 years, Kensington has developed the strongest wedge lock solution to secure Dell laptops and tablets that have a wedge lock slot. The N17 combination laptop Lock features a unique lock engagement, creating a strong and reliable connection between the lock head and slot. The resettable 4-wheel number Code can be set to any of 10, 000 possible combinations. A carbon steel cable deters cutting attempts. The N17 combination lock for wedge-shaped slots delivers increased strength in a smaller size. It's the strongest keyless locking solution for laptops and tablets with a wedge lock slot, independently verified and tested for industry-leading standards in torque/pull, foreign implements, lock lifecycle, corrosion and other environmental conditions.",$,21.99,4.3,964.0,"Kensington N17 Dell Laptop Computer Lock, Combination Security Locking Cable (K68008WW) Black New dell laptop Lock - Noble Type wedge lock from Kensington, TAA compliant. From the industry leader in physical device security for 25 years, Kensington has developed the strongest wedge lock solution to secure Dell laptops and tablets that have a wedge lock slot. The N17 combination laptop Lock features a unique lock engagement, creating a strong and reliable connection between the lock head and slot. The resettable 4-wheel number Code can be set to any of 10, 000 possible combinations. A carbon steel cable deters cutting attempts. The N17 combination lock for wedge-shaped slots delivers increased strength in a smaller size. It's the strongest keyless locking solution for laptops and tablets with a wedge lock slot, independently verified and tested for industry-leading standards in torque/pull, foreign implements, lock lifecycle, corrosion and other environmental conditions.","['connection', 'strength', 'possible', 'industry-leading', 'kensington', 'size', 'dell', 'device', 'strongest', 'code', 'implement', 'cable', '4-wheel', 'delivers', 'tested', 'creating', 'lifecycle', '10', 'steel', 'cutting', ""'s"", 'verified', 'noble', 'compliant', 'number', 'industry', 'locking', 'feature', 'lock', 'deters', 'wedge', 'strong', 'unique', 'slot', 'black', 'taa', 'leader', 'head', 'keyless', 'reliable', 'standard', 'laptop', 'solution', '000', 'year', 'type', 'engagement', 'foreign', 'physical', 'increased', 'new', 'tablet', 'k68008ww', '25', 'developed', 'secure', 'wedge-shaped', 'attempt', 'independently', 'security', 'environmental', 'combination', 'set', 'carbon', 'resettable', 'condition', 'computer', 'smaller', 'corrosion', 'torque/pull', 'n17']",0.08235930735930737,Positive,High Review
80,16 Inch Laptop Backpack with Multi-Pockets - Sinaliy Personal Item Flight Approved Waterproof Carry On Backpack for Women,Sinaliy,,$,39.99,4.5,659.0,16 Inch Laptop Backpack with Multi-Pockets - Sinaliy Personal Item Flight Approved Waterproof Carry On Backpack for Women ,"['approved', 'woman', 'flight', 'multi-pockets', 'laptop', 'carry', 'backpack', '16', 'personal', 'item', 'sinaliy', 'inch', 'waterproof']",0.0,Neutral,High Review
81,"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office, white (special edition)",Twelve South,"Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. Available for a limited time in a special white matte finish, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.",$,49.68,4.8,826.0,"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office, white (special edition) Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. Available for a limited time in a special white matte finish, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.","['’', 'mobile', 'use', 'edition', 'create', 'roll', 'ultimate', 'home', 'style', 'cooling', 'macbook', 'favorite', 'functionality', 'flowing', 'behind', 'macbooks', 'twelve', 'ergonomic', 'go', 'white', 'office', 'combo', 'unplug', 'keyboard', 'modern', 'design', 'laptop', 'time', 'perfect', 'complement', 'monitor', 'aluminum', 'special', 'external', 'leaving', 'mouse', 'curve', 'desktop', 'available', 'stand', 'limited', 'south', 'matte', 'finish', 'partnership', 'comfortable', 'dual-screen', 'sculpture', 'setup', 'elegant']",0.2404761904761905,Positive,High Review
82,"SwissGear Mini 1900 Scansmart Slim Version Laptop Backpack, Black, 16-Inch",SwissGear,,$,63.99,4.6,404.0,"SwissGear Mini 1900 Scansmart Slim Version Laptop Backpack, Black, 16-Inch ","['slim', 'scansmart', '1900', 'black', 'swissgear', 'laptop', 'mini', 'backpack', '16-inch', 'version']",-0.16666666666666666,Negative,High Review
83,Carhartt 25 L Classic Laptop Backpack,Carhartt,,$,24.729999999999997,4.6,87.0,Carhartt 25 L Classic Laptop Backpack ,"['25', 'carhartt', 'classic', 'laptop', 'backpack', 'l']",0.16666666666666666,Positive,High Review
84,"Amazon Basics Adjustable Tray Table Lap Desk Fits up to 17-Inch Laptop, Large, 13""x24""",Amazon Basics,Product DescriptionAmazon Basics Adjustable Laptop Tray Table - Lap Desk Fits 17-Inch Laptop - LargeFrom the ManufacturerAmazon Basics,$,54.89,4.5,5471.0,"Amazon Basics Adjustable Tray Table Lap Desk Fits up to 17-Inch Laptop, Large, 13""x24"" Product DescriptionAmazon Basics Adjustable Laptop Tray Table - Lap Desk Fits 17-Inch Laptop - LargeFrom the ManufacturerAmazon Basics","['13', 'table', 'large', 'product', ""''"", 'desk', 'laptop', 'lap', '17-inch', 'adjustable', 'basic', 'amazon', 'descriptionamazon', 'fit', 'largefrom', 'manufactureramazon', 'tray', 'x24']",0.20476190476190478,Positive,High Review
85,"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office (matte black) , 10 x 10.5 x 6 inches",Twelve South,"Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. With its beautiful matte black finish and improved ergonomic design, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.",$,59.99,4.8,2659.0,"Twelve South Curve for MacBooks and Laptops | Ergonomic desktop cooling stand for home or office (matte black) , 10 x 10.5 x 6 inches Curve is an elegant, flowing aluminum stand that complements the design of your MacBook or Laptop. With its beautiful matte black finish and improved ergonomic design, it is the ultimate partnership of style and functionality. Use your laptop on Curve to create a more comfortable desktop with your favorite external keyboard & mouse, or use the combo with an external monitor to create the perfect dual-screen setup. When it’s time to go mobile, unplug and roll out leaving a modern sculpture behind.","['’', 'x', 'mobile', 'use', 'create', 'sculpture', 'improved', 'beautiful', 'roll', 'ultimate', 'home', 'style', 'cooling', '10', 'macbook', 'favorite', 'functionality', 'flowing', 'behind', 'macbooks', 'twelve', 'inch', 'ergonomic', 'go', 'office', 'black', 'combo', 'keyboard', 'unplug', 'design', 'modern', 'laptop', 'time', 'perfect', 'complement', 'monitor', 'aluminum', 'external', 'leaving', 'mouse', '6', 'curve', 'desktop', 'stand', 'south', 'matte', 'finish', 'partnership', 'comfortable', '10.5', 'dual-screen', 'setup', 'elegant']",0.28833333333333333,Positive,High Review
86,"Pyle Portable Folding Laptop Stand - Standing Table with Foldable Height and Secondary Accessory Tray for iPad, Tablet, DJ Mixer, Workstation, Gaming and Home Use with Bag - PLPTS35",Pyle,"PylePro Model : PLPTS35Universal Laptop Device StandUniversal Portable Foldable Professional DJ Laptop Stand with Second Accessory TrayFeatures:This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsThis Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceLight Weight Sturdy Unit Folds Flat to be Convenient and Portable Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag IncludedUnit Fits in Backpack or Handy Carrying Bag IncludedManufactured for Use in Home, Studio or on the Road Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsDouble Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseFolding Instructions IncludedFolding Instructions IncludedWeight of Unit: 3.3 lbs.Weight of Unit: 3.3 lbs.Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchThe Pyle Universal Portable Foldable Professional DJ Laptop Stand with Second Accessory Tray This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and Tablets Convenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other Device Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag Included Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding Environments Just Slide in the Sturdy Steel Rod Accessory Tray and Ready to Use Folding Instructions Included Weight of Unit: 3.3 lbs. Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inch Dimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inch Laptop Shelf Dimensions: 9.6'' x 8.5'' inch.",$,32.99,4.3,1116.0,"Pyle Portable Folding Laptop Stand - Standing Table with Foldable Height and Secondary Accessory Tray for iPad, Tablet, DJ Mixer, Workstation, Gaming and Home Use with Bag - PLPTS35 PylePro Model : PLPTS35Universal Laptop Device StandUniversal Portable Foldable Professional DJ Laptop Stand with Second Accessory TrayFeatures:This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsThis Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and TabletsConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceConvenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other DeviceLight Weight Sturdy Unit Folds Flat to be Convenient and Portable Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag IncludedUnit Fits in Backpack or Handy Carrying Bag IncludedManufactured for Use in Home, Studio or on the Road Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsDouble Peg Holding Tray Keeps Laptop Secure in Demanding EnvironmentsJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseJust Slide in the Sturdy Steel Rod Accessory Tray and Ready to UseFolding Instructions IncludedFolding Instructions IncludedWeight of Unit: 3.3 lbs.Weight of Unit: 3.3 lbs.Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Folded: 10.2'' x 9.8'' x 1.2'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchDimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchLaptop Shelf Dimensions: 9.6'' x 8.5'' inchThe Pyle Universal Portable Foldable Professional DJ Laptop Stand with Second Accessory Tray This Stand Will Securely and Dependably Hold All Sizes of Laptop, iPad and Tablets Convenient Accessory Tray Holds a Sound Card, Hard Drives, Small Mixer and Any Other Device Light Weight Sturdy Unit Folds Flat to be Convenient and Portable Unit Fits in Backpack or Handy Carrying Bag Included Manufactured for Use in Home, Studio or on the Road Double Peg Holding Tray Keeps Laptop Secure in Demanding Environments Just Slide in the Sturdy Steel Rod Accessory Tray and Ready to Use Folding Instructions Included Weight of Unit: 3.3 lbs. Dimensions Folded: 10.2'' x 9.8'' x 1.2'' inch Dimensions Unfolded: 10.2'' x 9.8'' x 13.7'' inch Laptop Shelf Dimensions: 9.6'' x 8.5'' inch.","['foldable', 'gaming', 'demanding', 'fit', 'standuniversal', 'table', 'includedmanufactured', '13.7', 'tabletsconvenient', 'holding', 'bag', 'trayfeatures', 'tray', 'inch', 'road', 'shelf', 'pylepro', 'slide', 'weight', 'handy', 'inchlaptop', 'rod', 'folding', 'keep', 'professional', 'devicelight', 'included', 'device', 'includedweight', 'lbs.weight', ""''"", 'studio', 'steel', 'drive', 'usefolding', 'fold', 'plpts35', 'dimension', 'small', 'manufactured', 'sturdy', 'plpts35universal', 'lb', 'mixer', 'height', '9.6', 'double', '8.5', 'lbs.dimensions', 'securely', 'x', 'portable', 'size', 'ready', 'workstation', 'home', 'accessory', '1.2', 'sound', 'instruction', '9.8', 'ipad', 'pyle', 'environment', 'environmentsdouble', 'second', 'tablet', 'secure', 'tabletsthis', 'stand', 'inchdimensions', 'inchthe', 'dj', 'dependably', 'light', 'usejust', 'use', 'includedunit', 'convenient', 'unfolded', 'unit', 'model', 'universal', '3.3', 'folded', 'environmentsjust', 'card', 'carrying', 'hard', 'secondary', 'standing', 'laptop', 'includedfolding', '10.2', 'hold', 'deviceconvenient', 'peg', 'backpack', 'flat']",0.13555555555555557,Positive,High Review
87,"Twelve South BookArc for MacBook | Space-Saving Vertical Stand to Organize Work & Home Office for Apple MacBooks, Now Compatible with M1 MacBooks* (Space Grey)",Twelve South,"Meet BookArc, the most popular vertical MacBook stand in the world. Don't lose precious desk space when using MacBook to run your desktop setup - simply slide your MacBook into the silicone slot, connect it to an external display, add a full-size keyboard and mouse to enjoy the comfort of a desktop setup. Ready to hit the road? Unplug MacBook and BookArc’s newly designed cable-catch feature keeps your cables from falling to the floor. Three interchangeable inserts ensure BookArc will be the perfect home for your current (and future) MacBook. See compatiblity in bullets.",$,59.99,4.6,3555.0,"Twelve South BookArc for MacBook | Space-Saving Vertical Stand to Organize Work & Home Office for Apple MacBooks, Now Compatible with M1 MacBooks* (Space Grey) Meet BookArc, the most popular vertical MacBook stand in the world. Don't lose precious desk space when using MacBook to run your desktop setup - simply slide your MacBook into the silicone slot, connect it to an external display, add a full-size keyboard and mouse to enjoy the comfort of a desktop setup. Ready to hit the road? Unplug MacBook and BookArc’s newly designed cable-catch feature keeps your cables from falling to the floor. Three interchangeable inserts ensure BookArc will be the perfect home for your current (and future) MacBook. See compatiblity in bullets.","['’', 'compatiblity', 'interchangeable', 'work', 'lose', 'organize', 'comfort', 'three', 'cable', 'ready', 'display', 'simply', 'home', ""n't"", 'macbook', 'falling', 'desk', 'macbooks', 'add', 'newly', 'bullet', 'twelve', 'run', 'feature', 'road', 'bookarc', 'meet', 'space', 'slot', 'hit', 'office', 'grey', 'unplug', 'compatible', 'full-size', 'keyboard', 'vertical', 'current', 'future', 'perfect', 'world', 'insert', 'see', 'slide', 'enjoy', 'ensure', 'using', 'external', 'mouse', 'designed', 'apple', 'desktop', 'stand', 'space-saving', 'cable-catch', 'm1', 'popular', 'south', 'silicone', 'floor', 'precious', 'connect', 'keep', 'setup']",0.25330578512396695,Positive,High Review
88,"Twelve South Curve Flex | Ergonomic Height & Angle Adjustable Aluminum Laptop/MacBook Stand/Riser, fits 10""-17"", Folds Flat for Portability -Travel Pouch Included, Matte Black",Twelve South,,$,77.59,4.0,115.0,"Twelve South Curve Flex | Ergonomic Height & Angle Adjustable Aluminum Laptop/MacBook Stand/Riser, fits 10""-17"", Folds Flat for Portability -Travel Pouch Included, Matte Black ","['-17', 'included', 'angle', ""''"", 'fit', '10', 'portability', 'laptop/macbook', 'stand/riser', 'fold', 'pouch', 'twelve', 'ergonomic', '-travel', 'black', 'adjustable', 'aluminum', 'height', 'flex', 'curve', 'south', 'flat', 'matte']",0.06944444444444446,Positive,High Review
89,"Lowepro ProTactic 450 AW II Black Laptop Backpack for Professional Use, with All Weather Protection, for Cameras and Drones up to 15""",Lowepro,"The exceptionally high-performing ProTactic series, with its rugged versatility; armoured protection, ‘always-ready’ access, modular exterior attachment, convertible utility belt and SlipLock compatible accessories, gives you maximum flexibility all in one bag! The ActivZone back panel gives targeted comfort and support, whilst the All Weather AW Cover protects gear from rain, snow, dust and sand. The ProTactic BP 450 AW II professional camera backpack is part of Lowepro's efforts towards sustainability through a Green Line project, and has been updated to include 63% recycled and solution-dyed fabrics, to reduce water waste and negative impact on the envrionment. This percentage is made up of 37% recycled fabrics – Including all fabrics, webbings, bindings, zipper tape, cords and meshes, and 26% solution-dyed fabrics used to build each bag. (This Green Line score is measured following the GRI 301-2 standard, as a percentage of the recycled/dope-dyed yarn used, compared to the total weight of yarn.) CradleFit pocket protects your 15'' laptop within the pack. Compatible with all ProTactic series modular accessories and lens cases.",$,229.99,4.7,4789.0,"Lowepro ProTactic 450 AW II Black Laptop Backpack for Professional Use, with All Weather Protection, for Cameras and Drones up to 15"" The exceptionally high-performing ProTactic series, with its rugged versatility; armoured protection, ‘always-ready’ access, modular exterior attachment, convertible utility belt and SlipLock compatible accessories, gives you maximum flexibility all in one bag! The ActivZone back panel gives targeted comfort and support, whilst the All Weather AW Cover protects gear from rain, snow, dust and sand. The ProTactic BP 450 AW II professional camera backpack is part of Lowepro's efforts towards sustainability through a Green Line project, and has been updated to include 63% recycled and solution-dyed fabrics, to reduce water waste and negative impact on the envrionment. This percentage is made up of 37% recycled fabrics – Including all fabrics, webbings, bindings, zipper tape, cords and meshes, and 26% solution-dyed fabrics used to build each bag. (This Green Line score is measured following the GRI 301-2 standard, as a percentage of the recycled/dope-dyed yarn used, compared to the total weight of yarn.) CradleFit pocket protects your 15'' laptop within the pack. Compatible with all ProTactic series modular accessories and lens cases.","['’', 'effort', 'camera', 'water', 'score', 'updated', 'gri', 'zipper', 'series', 'recycled', 'one', 'reduce', 'gear', 'belt', 'weather', 'convertible', 'binding', 'bag', '26', '37', 'standard', 'sliplock', 'utility', 'access', 'weight', 'negative', 'project', 'versatility', 'sustainability', 'high-performing', 'including', 'compared', 'give', 'case', 'protactic', 'tape', 'professional', 'maximum', 'rain', 'lens', 'comfort', ""''"", '‘', 'activzone', 'targeted', 'pocket', 'protects', 'black', 'compatible', 'rugged', 'cord', 'total', 'recycled/dope-dyed', 'exterior', 'made', 'exceptionally', 'following', 'armoured', 'impact', 'snow', 'bp', 'line', 'back', 'protection', 'part', '301-2', 'within', 'accessory', '450', ""'s"", 'percentage', 'drone', 'support', 'yarn', 'whilst', '15', 'towards', 'waste', 'cover', 'aw', 'use', 'dust', 'ii', 'panel', 'always-ready', '–', 'mesh', 'pack', 'lowepro', 'measured', 'webbing', 'attachment', '63', 'flexibility', 'include', 'fabric', 'laptop', 'used', 'cradlefit', 'modular', 'green', 'envrionment', 'backpack', 'solution-dyed', 'build', 'sand']",-0.08666666666666667,Negative,High Review
